id,name,now_cost,position,team,ict_index_rank_type,creativity_rank,penalties_order,clean_sheets,transfers_out,minutes,value_form,expected_goal_involvements_per_90,corners_and_indirect_freekicks_order,transfers_in_event,assists,expected_assists_per_90,form,selected_by_percent,direct_freekicks_order,goals_scored,starts,event_points,points_per_game_rank,starts_per_90,expected_goals,news_added,ep_this,value_season,points_per_game,red_cards,transfers_in,transfers_out_event,goals_conceded_per_90,clean_sheets_per_90,in_dreamteam,selected_rank_type,chance_of_playing_this_round,news,saves_per_90,expected_goals_per_90,form_rank,form_rank_type,ep_next,now_cost_rank,points_per_game_rank_type,dreamteam_count,expected_goal_involvements,selected_rank,web_name,chance_of_playing_next_round,threat_rank_type,goals_conceded,saves,now_cost_rank_type,threat_rank,influence_rank,bps,status,expected_assists,expected_goals_conceded,total_points,ict_index_rank,influence_rank_type,creativity_rank_type,expected_goals_conceded_per_90
317,Luke Berry,50,MID,Luton,91,361,,0,25,0,0.0,0.0,,9,0,0.0,0.0,0.1,3.0,0,0,0,383,0.0,0.00,,1.1,0.0,0.0,0,9,25,0.0,0.0,False,162,,,0.0,0.0,383,104,0.0,169,104,0,0.00,460,Berry,,91,0,0,107,361,361,0,a,0.00,0.00,0,361,91,91,0.0
318,Reece Burke,40,DEF,Luton,15,38,,0,34,0,0.0,0.0,,2,0,0.0,0.0,0.0,,0,0,0,69,0.0,0.00,2023-08-04T11:00:04.302248Z,0.0,0.0,0.0,0,2,34,0.0,0.0,False,192,0.0,Knock - Expected back 25 Aug,0.0,0.0,69,26,0.0,574,26,0,0.00,526,Burke,0.0,15,0,0,166,38,38,0,i,0.00,0.00,0,38,15,15,0.0
319,Allan Campbell,50,MID,Luton,132,417,,0,18,0,0.0,0.0,,6,0,0.0,0.0,0.1,,0,0,0,432,0.0,0.00,,1.1,0.0,0.0,0,6,18,0.0,0.0,False,185,,,0.0,0.0,432,140,0.0,225,140,0,0.00,511,Campbell,,132,0,0,148,417,417,0,a,0.00,0.00,0,417,132,132,0.0
320,Jordan Clark,50,MID,Luton,99,371,,0,28,0,0.0,0.0,2.0,1,0,0.0,0.0,0.0,1.0,0,0,0,391,0.0,0.00,2023-08-06T23:30:05.803333Z,0.0,0.0,0.0,0,1,28,0.0,0.0,False,246,0.0,Ankle injury - Unknown return date,0.0,0.0,391,110,0.0,179,110,0,0.00,606,Clark,0.0,99,0,0,115,371,371,0,i,0.00,0.00,0,371,99,99,0.0
321,Alfie Doughty,45,DEF,Luton,161,259,,0,35,0,0.0,0.0,1.0,6,0,0.0,0.0,0.2,2.0,0,0,0,286,0.0,0.00,,1.5,0.0,0.0,0,6,35,0.0,0.0,False,134,,,0.0,0.0,286,168,0.0,455,168,0,0.00,351,Doughty,,161,0,0,132,259,259,0,a,0.00,0.00,0,259,161,161,0.0
322,Luke Freeman,50,MID,Luton,82,347,,0,7,0,0.0,0.0,4.0,5,0,0.0,0.0,0.0,,0,0,0,370,0.0,0.00,,1.1,0.0,0.0,0,5,7,0.0,0.0,False,225,,,0.0,0.0,370,95,0.0,155,95,0,0.00,572,Freeman,,82,0,0,98,347,347,0,a,0.00,0.00,0,347,82,82,0.0
323,Matt Macey,40,GKP,Luton,17,28,,0,36,0,0.0,0.0,,62,0,0.0,0.0,0.7,,0,0,0,59,0.0,0.00,,0.5,0.0,0.0,0,62,36,0.0,0.0,False,29,,,0.0,0.0,59,19,0.0,564,19,0,0.00,196,Macey,,17,0,0,46,28,28,0,a,0.00,0.00,0,28,17,17,0.0
324,John McAtee,45,FWD,Luton,11,266,,0,456,0,0.0,0.0,,461,0,0.0,0.0,3.3,,0,0,0,293,0.0,0.00,,0.5,0.0,0.0,0,461,456,0.0,0.0,False,17,,,0.0,0.0,293,15,0.0,462,15,0,0.00,96,McAtee,,11,0,0,72,266,266,0,a,0.00,0.00,0,266,11,11,0.0
325,Carlos Mendes Gomes,45,MID,Luton,41,287,,0,46,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,311,0.0,0.00,2023-07-26T11:29:40.140241Z,0.0,0.0,0.0,0,0,46,0.0,0.0,False,228,0.0,Permanent transfer to Bolton Wanderers,0.0,0.0,311,54,0.0,483,54,0,0.00,576,Mendes,0.0,41,0,0,238,287,287,0,u,0.00,0.00,0,287,41,41,0.0
326,Carlton Morris,55,FWD,Luton,45,519,1.0,0,182,0,0.0,0.0,,116,0,0.0,0.0,1.3,,0,0,0,526,0.0,0.00,,1.3,0.0,0.0,0,116,182,0.0,0.0,False,28,,,0.0,0.0,526,48,0.0,103,48,0,0.00,143,Morris,,45,0,0,30,519,519,0,a,0.00,0.00,0,519,45,45,0.0
327,Admiral Muskwe,45,FWD,Luton,2,184,,0,49,0,0.0,0.0,,59,0,0.0,0.0,0.3,,0,0,0,213,0.0,0.00,,0.5,0.0,0.0,0,59,49,0.0,0.0,False,52,,,0.0,0.0,213,6,0.0,380,6,0,0.00,291,Muskwe,,2,0,0,63,184,184,0,a,0.00,0.00,0,184,2,2,0.0
328,Chiedozie Ogbene,50,FWD,Luton,30,450,,0,61,0,0.0,0.0,,38,0,0.0,0.0,0.2,,0,0,0,463,0.0,0.00,,0.9,0.0,0.0,0,38,61,0.0,0.0,False,57,,,0.0,0.0,463,34,0.0,258,34,0,0.00,359,Ogbene,,30,0,0,50,450,450,0,a,0.00,0.00,0,450,30,30,0.0
329,Fred Onyedinma,50,MID,Luton,121,403,,0,9,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,421,0.0,0.00,2023-07-31T07:05:08.472622Z,0.0,0.0,0.0,0,0,9,0.0,0.0,False,270,0.0,Season long loan to Rotherham,0.0,0.0,421,132,0.0,211,132,0,0.00,638,Onyedinma,0.0,121,0,0,137,403,403,0,u,0.00,0.00,0,403,121,121,0.0
330,Gabriel Osho,45,DEF,Luton,122,197,,0,28,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,225,0.0,0.00,2023-08-04T11:00:04.319102Z,0.0,0.0,0.0,0,0,28,0.0,0.0,False,206,0.0,Knee injury - Expected back 25 Aug,0.0,0.0,225,130,0.0,393,130,0,0.00,586,Osho,0.0,122,0,0,93,197,197,0,i,0.00,0.00,0,197,122,122,0.0
331,Aribim Pepple,45,FWD,Luton,19,316,,0,58,0,0.0,0.0,,62,0,0.0,0.0,0.3,,0,0,0,339,0.0,0.00,,0.5,0.0,0.0,0,62,58,0.0,0.0,False,54,,,0.0,0.0,339,23,0.0,512,23,0,0.00,299,Pepple,,19,0,0,80,316,316,0,a,0.00,0.00,0,316,19,19,0.0
332,Dion Pereira,45,MID,Luton,27,255,,0,67,0,0.0,0.0,,51,0,0.0,0.0,0.2,,0,0,0,282,0.0,0.00,,0.5,0.0,0.0,0,51,67,0.0,0.0,False,91,,,0.0,0.0,282,41,0.0,451,41,0,0.00,312,Pereira,,27,0,0,224,255,255,0,a,0.00,0.00,0,255,27,27,0.0
333,Dan Potts,40,DEF,Luton,9,24,,0,110,0,0.0,0.0,,7,0,0.0,0.0,0.1,,0,0,0,55,0.0,0.00,2023-08-06T23:30:05.828555Z,0.0,0.0,0.0,0,7,110,0.0,0.0,False,165,0.0,Ankle injury - Unknown return date,0.0,0.0,55,20,0.0,560,20,0,0.00,434,Potts,0.0,9,0,0,160,24,24,0,i,0.00,0.00,0,24,9,9,0.0
334,Glen Rea,45,MID,Luton,12,173,,0,22,0,0.0,0.0,,18,0,0.0,0.0,0.1,,0,0,0,202,0.0,0.00,,0.5,0.0,0.0,0,18,22,0.0,0.0,False,166,,,0.0,0.0,202,26,0.0,369,26,0,0.00,478,Rea,,12,0,0,209,173,173,0,a,0.00,0.00,0,173,12,12,0.0
335,James Shea,45,GKP,Luton,50,128,,0,45,0,0.0,0.0,,5,0,0.0,0.0,0.2,,0,0,0,157,0.0,0.00,,1.8,0.0,0.0,0,5,45,0.0,0.0,False,51,,,0.0,0.0,157,52,0.0,324,52,0,0.00,327,Shea,,50,0,0,17,128,128,0,a,0.00,0.00,0,128,50,50,0.0
336,Joe Taylor,45,FWD,Luton,9,252,,0,773,0,0.0,0.0,,0,0,0.0,0.0,0.4,,0,0,0,279,0.0,0.00,2023-08-11T10:53:00.375635Z,0.0,0.0,0.0,0,0,773,0.0,0.0,False,46,0.0,Season long loan to Colchester United until the end of the season,0.0,0.0,279,13,0.0,448,13,0,0.00,251,Taylor,0.0,9,0,0,70,252,252,0,u,0.00,0.00,0,252,9,9,0.0
337,Elliot Thorpe,45,MID,Luton,23,242,,0,15,0,0.0,0.0,,8,0,0.0,0.0,0.0,,0,0,0,269,0.0,0.00,2023-07-13T12:00:04.224388Z,0.0,0.0,0.0,0,8,15,0.0,0.0,False,256,0.0,Joined Shrewsbury Town on a season-long loan - Unknown return date,0.0,0.0,269,37,0.0,438,37,0,0.00,619,Thorpe,0.0,23,0,0,220,242,242,0,n,0.00,0.00,0,242,23,23,0.0
338,Jack Walton,40,GKP,Luton,28,52,,0,22,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,83,0.0,0.00,2023-07-11T09:00:04.234257Z,0.0,0.0,0.0,0,0,22,0.0,0.0,False,70,0.0,Joined Dundee United on a season-long loan - Expected back 01 Jul,0.0,0.0,83,30,0.0,588,30,0,0.00,592,Walton,0.0,28,0,0,57,52,52,0,u,0.00,0.00,0,52,28,28,0.0
339,Louie Watson,45,MID,Luton,21,231,,0,189,0,0.0,0.0,,143,0,0.0,0.0,0.4,,0,0,0,258,0.0,0.00,,0.5,0.0,0.0,0,143,189,0.0,0.0,False,79,,,0.0,0.0,258,35,0.0,427,35,0,0.00,250,Watson,,21,0,0,218,231,231,0,a,0.00,0.00,0,231,21,21,0.0
340,Cauley Woodrow,45,FWD,Luton,1,140,3.0,0,224,0,0.0,0.0,,436,0,0.0,0.0,0.8,,0,0,0,169,0.0,0.00,,0.5,0.0,0.0,0,436,224,0.0,0.0,False,36,,,0.0,0.0,169,5,0.0,336,5,0,0.00,189,Woodrow,,1,0,0,62,140,140,0,a,0.00,0.00,0,140,1,1,0.0
553,Ryan Giles,45,DEF,Luton,153,241,,0,48,0,0.0,0.0,3.0,17,0,0.0,0.0,0.2,,0,0,0,268,0.0,0.00,,1.5,0.0,0.0,0,17,48,0.0,0.0,False,141,,,0.0,0.0,268,160,0.0,437,160,0,0.00,364,Giles,,153,0,0,124,241,241,0,a,0.00,0.00,0,241,153,153,0.0
575,Tom Lockyer,45,DEF,Luton,90,148,,0,28,0,0.0,0.0,,16,0,0.0,0.0,0.2,,0,0,0,177,0.0,0.00,,1.5,0.0,0.0,0,16,28,0.0,0.0,False,128,,,0.0,0.0,177,99,0.0,344,99,0,0.00,340,Lockyer,,90,0,0,61,148,148,0,a,0.00,0.00,0,148,90,90,0.0
582,Pelly Ruddock Mpanzu,50,MID,Luton,101,374,,0,18,0,0.0,0.0,,1,0,0.0,0.0,0.1,,0,0,0,394,0.0,0.00,,1.1,0.0,0.0,0,1,18,0.0,0.0,False,176,,,0.0,0.0,394,112,0.0,182,112,0,0.00,496,Mpanzu,,101,0,0,117,374,374,0,a,0.00,0.00,0,374,101,101,0.0
586,Tahith Chong,50,MID,Luton,146,443,,0,61,0,0.0,0.0,,21,0,0.0,0.0,0.1,,0,0,0,456,0.0,0.00,,1.1,0.0,0.0,0,21,61,0.0,0.0,False,133,,,0.0,0.0,456,153,0.0,251,153,0,0.00,410,Chong,,146,0,0,162,443,443,0,a,0.00,0.00,0,443,146,146,0.0
602,Issa Kaboré,40,DEF,Luton,54,94,,0,242,0,0.0,0.0,,420,0,0.0,0.0,6.7,,0,0,0,124,0.0,0.00,,0.5,0.0,0.0,0,420,242,0.0,0.0,False,22,,,0.0,0.0,124,64,0.0,630,64,0,0.00,55,Kaboré,,54,0,0,205,94,94,0,a,0.00,0.00,0,94,54,54,0.0
614,Thomas Kaminski,45,GKP,Luton,48,119,,0,38,0,0.0,0.0,,18,0,0.0,0.0,0.1,,0,0,0,148,0.0,0.00,,1.8,0.0,0.0,0,18,38,0.0,0.0,False,60,,,0.0,0.0,148,50,0.0,315,50,0,0.00,402,Kaminski,,48,0,0,15,119,119,0,a,0.00,0.00,0,119,48,48,0.0
630,Ross Barkley,50,MID,Luton,95,366,,0,42,0,0.0,0.0,,166,0,0.0,0.0,0.2,,0,0,0,387,0.0,0.00,,1.1,0.0,0.0,0,166,42,0.0,0.0,False,102,,,0.0,0.0,387,107,0.0,174,107,0,0.00,334,Barkley,,95,0,0,111,366,366,0,a,0.00,0.00,0,366,95,95,0.0
631,Jacob Brown,50,FWD,Luton,33,454,,0,25,0,0.0,0.0,,45,0,0.0,0.0,0.1,,0,0,0,467,0.0,0.00,,0.9,0.0,0.0,0,45,25,0.0,0.0,False,72,,,0.0,0.0,467,37,0.0,262,37,0,0.00,507,Brown,,33,0,0,53,454,454,0,a,0.00,0.00,0,454,33,33,0.0
341,Manuel Akanji,50,DEF,Man City,196,432,,1,1168,90,1.2,0.01,,7692,0,0.01,6.0,4.8,,0,1,6,6,1.0,0.00,,3.8,1.2,6.0,0,7692,1168,0.0,1.0,True,25,,,0.0,0.0,6,4,2.8,240,4,1,0.01,73,Akanji,,196,0,0,27,432,432,23,a,0.01,0.30,6,432,196,196,0.3
342,Nathan Aké,50,DEF,Man City,190,385,,1,1059,78,1.2,0.37,,7788,0,0.01,6.0,3.8,,0,1,6,5,1.15,0.31,2023-08-06T23:30:05.855914Z,3.8,1.2,6.0,0,7788,1059,0.0,1.15,True,27,100.0,,0.0,0.36,5,3,2.8,193,3,1,0.32,85,Aké,100.0,190,0,0,21,385,385,32,a,0.01,0.23,6,385,190,190,0.27
343,Julián Álvarez,65,FWD,Man City,68,604,3.0,1,1459,90,0.8,0.76,,4988,1,0.37,5.0,5.0,,0,1,5,8,1.0,0.39,,3.7,0.8,5.0,0,4988,1459,0.0,1.0,True,13,,,0.0,0.39,8,2,2.7,55,2,1,0.76,71,J.Alvarez,,68,0,0,19,604,604,25,a,0.37,0.30,5,604,68,68,0.3
344,Bernardo Veiga de Carvalho e Silva,65,MID,Man City,243,596,,1,2206,90,0.5,0.03,,2541,0,0.03,3.0,5.1,,0,1,3,10,1.0,0.00,,3.8,0.5,3.0,0,2541,2206,0.0,1.0,True,23,,,0.0,0.0,10,3,2.8,47,3,1,0.03,69,Bernardo,,243,0,0,27,596,596,11,a,0.03,0.30,3,596,243,243,0.3
345,Oscar Bobb,45,MID,Man City,49,299,,0,29,0,0.0,0.0,,10,0,0.0,0.0,0.0,,0,0,0,322,0.0,0.00,,2.5,0.0,0.0,0,10,29,0.0,0.0,False,209,,,0.0,0.0,322,62,1.5,495,62,0,0.00,550,Bobb,,49,0,0,246,299,299,0,a,0.00,0.00,0,299,49,49,0.0
346,João Cancelo,60,DEF,Man City,212,572,,0,7344,0,0.0,0.0,,309,0,0.0,0.0,3.7,,0,0,0,576,0.0,0.00,,4.4,0.0,0.0,0,309,7344,0.0,0.0,False,28,,,0.0,0.0,576,212,3.4,64,212,0,0.00,86,Cancelo,,212,0,0,5,572,572,0,a,0.00,0.00,0,572,212,212,0.0
347,Scott Carson,40,GKP,Man City,2,2,,0,28,0,0.0,0.0,,26,0,0.0,0.0,0.1,,0,0,0,33,0.0,0.00,,2.5,0.0,0.0,0,26,28,0.0,0.0,False,64,,,0.0,0.0,33,4,1.5,538,4,0,0.00,467,Carson,,2,0,0,31,2,2,0,a,0.00,0.00,0,2,2,2,0.0
348,Shea Charles,45,MID,Man City,44,291,,0,5,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,315,0.0,0.00,2023-07-11T09:00:10.230763Z,0.0,0.0,0.0,0,0,5,0.0,0.0,False,274,0.0,Permanent Transfer to Southampton,0.0,0.0,315,57,0.0,487,57,0,0.00,644,Charles,0.0,44,0,0,241,291,291,0,u,0.00,0.00,0,291,44,44,0.0
349,Kevin De Bruyne,105,MID,Man City,273,641,4.0,0,30157,22,0.1,0.73,2.0,2318,0,0.65,1.0,16.9,1.0,0,1,1,31,4.09,0.02,2023-07-05T16:30:03.808825Z,4.9,0.1,1.0,0,2318,30157,0.0,0.0,False,8,100.0,,0.0,0.08,31,14,3.9,4,14,0,0.18,22,De Bruyne,100.0,273,0,0,2,641,641,4,a,0.16,0.10,1,641,273,273,0.41
350,Rúben Gato Alves Dias,55,DEF,Man City,207,522,,0,11131,0,0.0,0.0,,1630,0,0.0,0.0,6.7,,0,0,0,529,0.0,0.00,,4.1,0.0,0.0,0,1630,11131,0.0,0.0,False,21,,,0.0,0.0,529,207,3.1,106,207,0,0.00,54,Rúben,,207,0,0,8,522,522,0,a,0.00,0.00,0,522,207,207,0.0
351,Tommy Doyle,45,MID,Man City,19,224,,0,14,0,0.0,0.0,,7,0,0.0,0.0,0.0,,0,0,0,251,0.0,0.00,,2.5,0.0,0.0,0,7,14,0.0,0.0,False,233,,,0.0,0.0,251,33,1.5,420,33,0,0.00,584,Doyle,,19,0,0,216,224,224,0,a,0.00,0.00,0,224,19,19,0.0
352,Ederson Santana de Moraes,55,GKP,Man City,73,509,,1,1411,90,1.1,0.01,,2571,0,0.01,6.0,14.7,,0,1,6,7,1.0,0.00,,5.5,1.1,6.0,0,2571,1411,0.0,1.0,True,5,,,1.0,0.0,7,1,4.5,93,1,1,0.01,29,Ederson M.,,73,0,1,3,509,509,27,a,0.01,0.30,6,509,73,73,0.3
353,Phil Foden,75,MID,Man City,263,622,,1,2145,90,0.4,0.38,3.0,4138,0,0.11,3.0,8.8,4.0,0,1,3,11,1.0,0.27,,4.1,0.4,3.0,0,4138,2145,0.0,1.0,True,13,,,0.0,0.27,11,4,3.1,21,4,1,0.38,44,Foden,,263,0,0,13,622,622,6,a,0.11,0.30,3,622,263,263,0.3
354,Jack Grealish,75,MID,Man City,261,619,,0,5696,0,0.0,0.0,4.0,556,0,0.0,0.0,6.0,,0,0,0,621,0.0,0.00,,4.1,0.0,0.0,0,556,5696,0.0,0.0,False,19,,,0.0,0.0,621,262,3.1,18,262,0,0.00,64,Grealish,,261,0,0,11,619,619,0,a,0.00,0.00,0,619,261,261,0.0
355,Erling Haaland,140,FWD,Man City,82,644,1.0,1,312,79,0.7,0.74,,11361,0,0.06,10.0,89.4,,2,1,10,2,1.14,0.60,,5.5,0.7,10.0,0,11361,312,0.0,1.14,True,1,,,0.0,0.68,2,1,4.5,1,1,1,0.65,1,Haaland,,82,0,0,1,644,644,56,a,0.05,0.23,10,644,82,82,0.26
356,Mateo Kovačić,50,MID,Man City,98,370,,1,701,67,0.6,0.32,,555,0,0.32,3.0,1.1,,0,0,3,9,0.0,0.00,,3.1,0.6,3.0,0,555,701,0.0,1.34,True,54,,,0.0,0.0,9,2,2.1,178,2,1,0.24,162,Kovačić,,98,0,0,114,370,370,18,a,0.24,0.21,3,370,98,98,0.28
357,Aymeric Laporte,50,DEF,Man City,191,388,,0,507,11,0.2,0.98,,76,0,0.0,1.0,0.4,,0,0,1,25,0.0,0.12,,3.8,0.2,1.0,0,76,507,0.0,0.0,False,87,,,0.0,0.98,25,10,2.8,196,10,0,0.12,245,Laporte,,191,0,0,22,388,388,4,a,0.00,0.07,1,388,191,191,0.57
358,Rico Lewis,45,DEF,Man City,173,298,,1,153,78,1.3,0.01,,1134,0,0.01,6.0,0.4,,0,1,6,3,1.15,0.00,,3.5,1.3,6.0,0,1134,153,0.0,1.15,True,85,,,0.0,0.0,3,1,2.5,494,1,1,0.01,238,R.Lewis,,173,0,0,144,298,298,25,a,0.01,0.23,6,298,173,173,0.27
359,Riyad Mahrez,75,MID,Man City,260,618,,0,410,0,0.0,0.0,,0,0,0.0,0.0,0.1,,0,0,0,620,0.0,0.00,2023-07-31T07:05:47.120993Z,0.0,0.0,0.0,0,0,410,0.0,0.0,False,141,0.0,Permanent transfer to Al-Ahli,0.0,0.0,620,261,0.0,17,261,0,0.00,424,Mahrez,0.0,260,0,0,10,618,618,0,u,0.00,0.00,0,618,260,260,0.0
360,James McAtee,45,MID,Man City,35,269,,0,14,1,0.2,0.0,,22,0,0.0,1.0,0.0,,0,0,1,22,0.0,0.00,,2.5,0.2,1.0,0,22,14,0.0,0.0,False,200,,,0.0,0.0,22,8,1.5,465,8,0,0.00,538,McAtee,,35,0,0,232,269,269,3,a,0.00,0.00,1,269,35,35,0.0
361,Stefan Ortega Moreno,40,GKP,Man City,13,17,,0,279,0,0.0,0.0,,122,0,0.0,0.0,0.8,,0,0,0,48,0.0,0.00,,2.5,0.0,0.0,0,122,279,0.0,0.0,False,25,,,0.0,0.0,48,15,1.5,553,15,0,0.00,187,Ortega Moreno,,13,0,0,42,17,17,0,a,0.00,0.00,0,17,13,13,0.0
362,Cole Palmer,50,MID,Man City,154,457,,0,135,10,0.2,0.18,,43,0,0.18,1.0,0.2,,0,0,1,28,0.0,0.00,,3.1,0.2,1.0,0,43,135,0.0,0.0,False,114,,,0.0,0.0,28,12,2.1,265,12,0,0.02,368,Palmer,,154,0,0,170,457,457,1,a,0.02,0.07,1,457,154,154,0.63
363,Máximo Perrone,45,MID,Man City,55,306,,0,27,0,0.0,0.0,,18,0,0.0,0.0,0.0,,0,0,0,329,0.0,0.00,,2.5,0.0,0.0,0,18,27,0.0,0.0,False,220,,,0.0,0.0,329,68,1.5,502,68,0,0.00,567,Perrone,,55,0,0,252,306,306,0,a,0.00,0.00,0,306,55,55,0.0
364,Kalvin Phillips,50,MID,Man City,114,396,,0,48,0,0.0,0.0,,14,0,0.0,0.0,0.1,,0,0,0,414,0.0,0.00,,3.1,0.0,0.0,0,14,48,0.0,0.0,False,188,,,0.0,0.0,414,125,2.1,204,125,0,0.00,517,Phillips,,114,0,0,130,396,396,0,a,0.00,0.00,0,396,114,114,0.0
365,Rodrigo Hernandez,55,MID,Man City,212,542,,1,636,90,2.0,0.67,,18328,1,0.17,11.0,2.6,,1,1,11,1,1.0,0.50,,3.6,2.0,11.0,0,18328,636,0.0,1.0,True,41,,,0.0,0.5,1,1,2.6,126,1,1,0.67,110,Rodrigo,,212,0,0,80,542,542,42,a,0.17,0.30,11,542,212,212,0.3
366,Sergio Gómez,40,DEF,Man City,40,78,,0,403,0,0.0,0.0,,97,0,0.0,0.0,1.0,,0,0,0,108,0.0,0.00,,2.5,0.0,0.0,0,97,403,0.0,0.0,False,57,,,0.0,0.0,108,50,1.5,614,50,0,0.00,167,Sergio Gómez,,40,0,0,191,78,78,0,a,0.00,0.00,0,78,40,40,0.0
367,Zack Steffen,40,GKP,Man City,24,39,,0,54,0,0.0,0.0,,25,0,0.0,0.0,0.2,,0,0,0,70,0.0,0.00,,2.5,0.0,0.0,0,25,54,0.0,0.0,False,57,,,0.0,0.0,70,26,1.5,575,26,0,0.00,391,Steffen,,24,0,0,53,39,39,0,a,0.00,0.00,0,39,24,24,0.0
368,John Stones,55,DEF,Man City,205,503,,0,28375,0,0.0,0.0,,2354,0,0.0,0.0,28.5,,0,0,0,511,0.0,0.00,,4.1,0.0,0.0,0,2354,28375,0.0,0.0,False,4,,,0.0,0.0,511,205,3.1,87,205,0,0.00,8,Stones,,205,0,0,6,503,503,0,a,0.00,0.00,0,503,205,205,0.0
369,Kyle Walker,50,DEF,Man City,184,353,,1,669,90,1.2,0.04,,5424,0,0.04,6.0,3.5,,0,1,6,4,1.0,0.00,,3.8,1.2,6.0,0,5424,669,0.0,1.0,True,31,,,0.0,0.0,4,2,2.8,161,2,1,0.04,92,Walker,,184,0,0,15,353,353,26,a,0.04,0.30,6,353,184,184,0.3
616,Joško Gvardiol,50,DEF,Man City,204,481,,0,2776,11,0.2,0.0,,2006,0,0.0,1.0,3.1,,0,0,1,29,0.0,0.00,,3.8,0.2,1.0,0,2006,2776,0.0,0.0,False,33,,,0.0,0.0,29,11,2.8,289,11,0,0.00,99,Gvardiol,,204,0,0,35,481,481,7,a,0.00,0.07,1,481,204,204,0.57
209,Mason Mount,70,MID,Man Utd,254,610,,0,925,0,0.0,0.0,4.0,459,0,0.0,0.0,3.7,,0,0,0,612,0.0,0.00,,3.0,0.0,0.0,0,459,925,0.0,0.0,False,30,,,0.0,0.0,612,255,3.0,32,255,0,0.00,87,Mount,,254,0,0,19,610,610,0,a,0.00,0.00,0,610,254,254,0.0
370,Alex Telles,45,DEF,Man Utd,101,164,,0,35,0,0.0,0.0,,0,0,0.0,0.0,0.0,,0,0,0,193,0.0,0.00,2023-07-24T09:56:30.018038Z,0.0,0.0,0.0,0,0,35,0.0,0.0,False,211,0.0,Permanent transfer to Al Nassr,0.0,0.0,193,110,0.0,360,110,0,0.00,611,Alex Telles,0.0,101,0,0,72,164,164,0,u,0.00,0.00,0,164,101,101,0.0
371,Amad Diallo,45,MID,Man Utd,62,321,,0,105,0,0.0,0.0,,6,0,0.0,0.0,0.1,,0,0,0,344,0.0,0.00,2023-08-07T17:30:06.162100Z,0.0,0.0,0.0,0,6,105,0.0,0.0,False,184,0.0,Knee injury - Unknown return date,0.0,0.0,344,75,0.0,517,75,0,0.00,509,Amad,0.0,62,0,0,259,321,321,0,i,0.00,0.00,0,321,62,62,0.0
372,Antony Matheus dos Santos,70,MID,Man Utd,259,615,,0,422,0,0.0,0.0,,258,0,0.0,0.0,1.4,,0,0,0,617,0.0,0.00,,3.0,0.0,0.0,0,258,422,0.0,0.0,False,49,,,0.0,0.0,617,260,3.0,37,260,0,0.00,142,Antony,,259,0,0,24,615,615,0,a,0.00,0.00,0,615,259,259,0.0
373,Bruno Borges Fernandes,85,MID,Man Utd,268,636,1.0,0,1426,0,0.0,0.0,2.0,4327,0,0.0,0.0,27.8,3.0,0,0,0,637,0.0,0.00,,3.4,0.0,0.0,0,4327,1426,0.0,0.0,False,5,,,0.0,0.0,637,268,3.4,7,268,0,0.00,11,B.Fernandes,,268,0,0,5,636,636,0,a,0.00,0.00,0,636,268,268,0.0
374,Brandon Williams,40,DEF,Man Utd,32,67,,0,46,0,0.0,0.0,,56,0,0.0,0.0,0.2,,0,0,0,98,0.0,0.00,,1.5,0.0,0.0,0,56,46,0.0,0.0,False,136,,,0.0,0.0,98,43,1.5,603,43,0,0.00,356,B.Williams,,32,0,0,183,67,67,0,a,0.00,0.00,0,67,32,32,0.0
375,Eric Bailly,40,DEF,Man Utd,20,46,,0,63,0,0.0,0.0,,69,0,0.0,0.0,0.2,,0,0,0,77,0.0,0.00,,1.5,0.0,0.0,0,69,63,0.0,0.0,False,124,,,0.0,0.0,77,31,1.5,582,31,0,0.00,333,Bailly,,20,0,0,171,46,46,0,a,0.00,0.00,0,46,20,20,0.0
376,Carlos Henrique Casimiro,55,MID,Man Utd,183,499,,0,1739,0,0.0,0.0,,1480,0,0.0,0.0,4.7,,0,0,0,507,0.0,0.00,,2.6,0.0,0.0,0,1480,1739,0.0,0.0,False,24,,,0.0,0.0,507,187,2.6,83,187,0,0.00,74,Casemiro,,183,0,0,51,499,499,0,a,0.00,0.00,0,499,183,183,0.0
377,Diogo Dalot Teixeira,50,DEF,Man Utd,197,436,,0,359,0,0.0,0.0,,265,0,0.0,0.0,2.1,,0,0,0,449,0.0,0.00,,2.8,0.0,0.0,0,265,359,0.0,0.0,False,43,,,0.0,0.0,449,198,2.8,244,198,0,0.00,126,Dalot,,197,0,0,28,436,436,0,a,0.00,0.00,0,436,197,197,0.0
379,Christian Eriksen,60,MID,Man Utd,226,567,,0,216,0,0.0,0.0,1.0,144,0,0.0,0.0,0.5,1.0,0,0,0,571,0.0,0.00,,2.7,0.0,0.0,0,144,216,0.0,0.0,False,72,,,0.0,0.0,571,228,2.7,59,228,0,0.00,221,Eriksen,,226,0,0,35,567,567,0,a,0.00,0.00,0,567,226,226,0.0
